key	COM	CDT	CBL	CDL	CNT	TWV	TWV-genre	TWV-work	OPR	OTL	OMD	OMV	ODT	AST	AGN	AMT	AIN	RTL1	RPN1	RMM1	RC#1	RRD1	RLC1	RDT1	RT#1	RTL2	RPN2	RMM2	RC#2	RRD2	RLC2	RDT2	RT#2	RTL3	RPN3	RMM3	RC#3	RRD3	RLC3	RDT3	RT#3
tele-40-20-Fan-Pre-4-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:20	40	20	12 Fantasias for violin without bass	Fantasia 7	Presto	4	1735	Late Baroque	Fantasia	Simple quadruple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	24	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	7	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	7
tele-40-21-Fan-Pia-1-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:21	40	21	12 Fantasias for violin without bass	Fantasia 8	Piacevolmente	1	1735	Late Baroque	Fantasia	Simple quadruple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	25	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	8	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	8
tele-40-21-Fan-Spi-2-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:21	40	21	12 Fantasias for violin without bass	Fantasia 8	Spirituoso	2	1735	Late Baroque	Fantasia	Simple triple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	26	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	8	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	8
tele-40-21-Fan-All-3-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:21	40	21	12 Fantasias for violin without bass	Fantasia 8	Allegro	3	1735	Late Baroque	Fantasia	Simple triple or Compound one	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	27	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	8	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	8
tele-40-22-Fan-Sic-1-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:22	40	22	12 Fantasias for violin without bass	Fantasia 9	Siciliana	1	1735	Late Baroque	Fantasia	Compound quadruple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	28	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	9	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	9
tele-40-22-Fan-Viv-2-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:22	40	22	12 Fantasias for violin without bass	Fantasia 9	Vivace	2	1735	Late Baroque	Fantasia	Simple duple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	29	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	9	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	9
tele-40-22-Fan-All-3-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:22	40	22	12 Fantasias for violin without bass	Fantasia 9	Allegro	3	1735	Late Baroque	Fantasia	Compound triple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	30	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	9	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	9
tele-40-23-Fan-Pre-1-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:23	40	23	12 Fantasias for violin without bass	Fantasia 10	Presto	1	1735	Late Baroque	Fantasia	Simple quadruple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	31	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	10	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	10
tele-40-23-Fan-Lar-2-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:23	40	23	12 Fantasias for violin without bass	Fantasia 10	Largo	2	1735	Late Baroque	Fantasia	Simple triple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	32	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	10	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	10
tele-40-23-Fan-All-3-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:23	40	23	12 Fantasias for violin without bass	Fantasia 10	Allegro	3	1735	Late Baroque	Fantasia	Compound triple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	33	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	10	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	10
tele-40-24-Fan-Un -1-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:24	40	24	12 Fantasias for violin without bass	Fantasia 11	Un poco vivace	1	1735	Late Baroque	Fantasia	Simple duple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	34, 36	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	11	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	11
tele-40-24-Fan-Soa-2-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:24	40	24	12 Fantasias for violin without bass	Fantasia 11	Soave	2	1735	Late Baroque	Fantasia	Simple triple or Compound one	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	35	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	11	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	11
tele-40-24-Fan-All-3-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:24	40	24	12 Fantasias for violin without bass	Fantasia 11	Allegro	3	1735	Late Baroque	Fantasia	Simple triple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	37	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	11	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	11
tele-40-25-Fan-Mod-1-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:25	40	25	12 Fantasias for violin without bass	Fantasia 12	Moderato	1	1735	Late Baroque	Fantasia	Simple triple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	38	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	12	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	12
tele-40-25-Fan-Viv-2-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:25	40	25	12 Fantasias for violin without bass	Fantasia 12	Vivace	2	1735	Late Baroque	Fantasia	Compound duple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	39	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	12	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	12
tele-40-25-Fan-Pre-3-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:25	40	25	12 Fantasias for violin without bass	Fantasia 12	Presto	3	1735	Late Baroque	Fantasia	Simple quadruple	Violin	Telemann: 12 Fantasien für violine solo (Hamburg 1735)	Pietsch, Thomas	Es-Dur	ES2071	4 August 2017	Evangelical Lutheran Church of Aumühle, Hamburg, Germany	January 2017	40	Telemann: 12 Fantasias for Solo Violin	Kawada, Tomoko	Meister Music	MM4057	25 May 2019	Unknown	Unknown	12	Georg Philipp Telemann: 12 Fantasias for Solo Violin	Malke, Małgorzata	CD Accord	CDAccordACD297	21 October 2022	Mirror Room of the Castle Museum in Pszczyna	2 November 2020, 3 November 2020, 7 December 2020, 8 December 2020, 11 January 2021, 12 January 2021	12
tele-40-26-Fan-Ada-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:26	40	26	12 Fantasias for viol without bass	Fantasia 1	Adagio	1	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	1	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	1	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	1
tele-40-26-Fan-All-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:26	40	26	12 Fantasias for viol without bass	Fantasia 1	Allegro	2	ca. 1735	Late Baroque	Fantasia	Compound duple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	2	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	2	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	2
tele-40-27-Fan-Viv-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:27	40	27	12 Fantasias for viol without bass	Fantasia 2	Vivace	1	ca. 1735	Late Baroque	Fantasia	Simple triple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	3	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	3, 5	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	3, 5
tele-40-27-Fan-And-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:27	40	27	12 Fantasias for viol without bass	Fantasia 2	Andante	2	ca. 1735	Late Baroque	Fantasia	Simple duple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	4	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	4	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	4
tele-40-27-Fan-Pre-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:27	40	27	12 Fantasias for viol without bass	Fantasia 2	Presto	3	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	5	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	6	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	6
tele-40-28-Fan-Lar-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:28	40	28	12 Fantasias for viol without bass	Fantasia 3	Largo	1	ca. 1735	Late Baroque	Fantasia	Simple triple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	6	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	7	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	7
tele-40-28-Fan-Pre-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:28	40	28	12 Fantasias for viol without bass	Fantasia 3	Presto	2	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	7	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	8	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	8
tele-40-28-Fan-Viv-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:28	40	28	12 Fantasias for viol without bass	Fantasia 3	Vivace	3	ca. 1735	Late Baroque	Fantasia	Simple triple or Compound one	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	8	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	9	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	9
tele-40-29-Fan-Viv-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:29	40	29	12 Fantasias for viol without bass	Fantasia 4	Vivace	1	ca. 1735	Late Baroque	Fantasia	Compound duple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	9	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	10	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	10
tele-40-29-Fan-Gra-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:29	40	29	12 Fantasias for viol without bass	Fantasia 4	Grave	2	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	10	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	11	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	11
tele-40-29-Fan-All-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:29	40	29	12 Fantasias for viol without bass	Fantasia 4	Allegro	3	ca. 1735	Late Baroque	Fantasia	Simple triple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	11	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	12	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	12
tele-40-30-Fan-All-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:30	40	30	12 Fantasias for viol without bass	Fantasia 5	Allegro	1	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	12	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	13	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	13
tele-40-30-Fan-Lar-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:30	40	30	12 Fantasias for viol without bass	Fantasia 5	Largo	2	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	13	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	14	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	14
tele-40-30-Fan-All-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:30	40	30	12 Fantasias for viol without bass	Fantasia 5	Allegro	3	ca. 1735	Late Baroque	Fantasia	Simple duple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	14	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	15	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	15
tele-40-31-Fan-Sch-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:31	40	31	12 Fantasias for viol without bass	Fantasia 6	Scherzando	1	ca. 1735	Late Baroque	Fantasia	Compound duple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	15	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	16	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	16
tele-40-31-Fan-Dol-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:31	40	31	12 Fantasias for viol without bass	Fantasia 6	Dolce	2	ca. 1735	Late Baroque	Fantasia	Simple triple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	16	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	17	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	17
tele-40-31-Fan-Spi-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:31	40	31	12 Fantasias for viol without bass	Fantasia 6	Spirituoso	3	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	17	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	18	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	18
tele-40-32-Fan-And-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	40:32	40	32	12 Fantasias for viol without bass	Fantasia 7	Andante	1	ca. 1735	Late Baroque	Fantasia	Simple quadruple	Viola da gamba	Georg Philipp Telemann: 12 Fantasien für viola da gamba solo	Mundi, Renate	Perfect Noise	PN2104	2 October 2020	Unknown	Unknown	18	Telemann: Solo Fantasias	Boothby, Richard	Signum Classics	SIGCD544	6 July 2018	Church of St. Mary Magdalene, Sherbourne, Gloucestershire	17 July 2017, 18 July 2017, 19 July 2017	19	Telemann: Fantasias for Viola da Gamba (Hamburg, 1735)	Pandolfo, Paolo	Glossa	GCD920417	1 January 2017	Franc-Waret (Église de Saint-Rémi), Belgium	January 2017	19
